0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	4.800000	3.200000	3.200000	3.200000	0.000000	3.200000	3.200000	3.200000	3.200000	3.200000	3.200000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	8.000001	6.400001	6.400001	12.800002	0.000000	5.600000	6.400001	6.400001	6.400001	9.600001	7.200001	0.800000
0.000000	0.000000	0.000000	30.399988	30.399988	11.999980	8.799991	9.599991	17.599995	0.000000	11.200002	11.999991	9.599991	7.999991	15.200001	10.400013	4.800001
0.000000	0.000000	0.000000	28.800018	27.200020	9.599947	6.399987	7.199994	15.199991	0.000000	8.800005	9.600001	7.199994	5.599960	12.800022	8.000037	2.400008
0.000000	0.000000	0.000000	24.000023	21.600025	7.199946	3.999987	3.199994	13.599991	0.000000	7.200005	8.000001	4.799994	2.399960	11.200022	5.600037	-0.799992
0.000000	0.000000	0.000000	0.800028	0.000028	-0.000054	-0.000013	-0.000006	-0.000011	0.000000	-0.799996	-0.800000	-0.000006	-0.000040	-0.799980	-0.799964	-0.799992
0.000000	0.000000	0.000000	0.800116	0.000156	3.199956	3.199987	3.199984	0.000004	0.000000	-0.799992	2.400029	3.200003	3.199928	-0.799940	-0.799962	-0.799991
0.000000	0.000000	0.000000	0.800116	0.000156	6.399957	6.399988	6.399984	0.000004	0.000000	-0.799992	5.600030	6.400003	6.399928	-0.799940	-0.799962	-0.799991
0.000000	0.000000	0.000000	0.800116	0.000156	9.599957	9.599988	9.599985	0.000004	0.000000	-0.799992	8.800031	9.600004	9.599929	-0.799940	-0.799962	-0.799991
0.000000	0.000000	0.000000	0.000086	0.000128	0.000001	-0.000009	-0.000025	0.000015	0.000000	0.000023	0.000005	0.000003	-0.000046	0.000038	-0.000000	-0.000001
0.000000	0.000000	0.000000	0.000172	0.000257	5.600002	5.599981	4.799950	2.400031	0.000000	7.200047	5.600009	5.600006	2.399907	4.800076	4.000000	2.399999
0.000000	0.000000	0.000000	0.000172	0.000257	15.200004	11.999983	12.799952	20.000029	0.000000	16.800049	14.400011	12.000007	11.999908	12.800078	12.800001	11.200000
0.000000	0.000000	0.000000	0.000172	0.000257	15.200004	11.999983	12.799952	20.000029	0.000000	16.800049	14.400011	12.000007	11.999908	12.800078	12.800001	11.200000
0.000000	0.000000	0.000000	0.000172	0.000257	15.200004	11.999983	12.799952	20.000029	0.000000	16.800049	14.400011	12.000007	11.999908	12.800078	12.800001	11.200000
